id,title,main_story,main_plus_extras,completionist,developers,publishers,platforms,genres
48039,Tower of Time,36.5,42.5,60,Event Horizon,Event Horizon,PC,"Role-Playing, Strategy"
10574,Tower Wars,3,3.5,4,SuperVillain Studios,SuperVillain Studios,PC,Tower Defense
17299,TowerFall Ascension,3.5,8,19,Matt Thorson,Matt Makes Games Inc,"Nintendo Switch, PC, PlayStation 4, PlayStation Vita",Battle Arena
10584,Toy Commander,7,8,8.5,No Clich�,Sega,Dreamcast,Action
10585,Toy Soldiers,6,12.5,23,Signal Studios,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Action, Strategy"
10586,Toy Soldiers: Cold War,4,8,11.5,Signal Studios,Microsoft Studios,"Xbox 360, Xbox One","Third-Person, Top-Down, Action, Arcade, Shooter, Strategy, Tower Defense"
10587,Toy Story,1.5,1.5,1.5,Traveller,"Disney Interactive, Psygnosis","Game Boy, PC, Sega Mega Drive/Genesis, Super Nintendo","Action, Platform"
10588,Toy Story 2: Buzz Lightyear to the Rescue,7.5,8.5,10,Traveller's Tales,Activision,"Nintendo 64, PC, PlayStation, PlayStation 2, PlayStation 3",Platformer
10589,Toy Story 3: The Video Game,4.5,7.5,17.5,Avalanche Software,Disney Interactive Studios,"Nintendo DS, PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox 360, Xbox One","Action, Platform"
22177,Toy Story Mania!,3,3,4,"Papaya Studio, High Voltage Software",Disney Interactive Studios,PlayStation 3,"Compilation, Party"
22652,Toybox Turbos,2.5,4.5,4.5,Codemasters,Codemasters,"PC, Xbox 360","Arcade, Racing"
10594,TrackMania 2: Canyon,14.5,21.5,29,Nadeo,Ubisoft,PC,Racing
15531,TrackMania 2: Stadium,9,16,43,Nadeo,Ubisoft,PC,"Third-Person, Racing"
10596,TrackMania Nations Forever,9.5,20,184,Nadeo,Ubisoft,PC,Racing
35764,TrackMania Turbo,9.5,26,70,Nadeo,Ubisoft,"PC, PlayStation 4, Xbox One",Racing
10597,TrackMania United,5,28,45,Nadeo,Various,PC,Racing
28208,Train Fever,20,82,150,Urban Games,Gambitious Digital Entertainment,PC,Simulation
30538,Train Valley,7.5,11.5,14.5,"Alexey Davydov, Sergey Dvoynikov, Timofey Shargorodskiy",Flazm,PC,Simulation
45069,Trajectory,3.5,8,12,Sky Trail,Sky Trail,PC,"Action, Adventure"
57677,Transference,1.5,2.5,4,"SpectreVision, Ubisoft Montreal",Ubisoft,"PC, PlayStation 4, PlayStation VR, Xbox One",Adventure
10607,Transformers (2004),11.5,12,12,Melbourne House,Atari,PlayStation 2,"Third-Person, Shooter"
26764,Transformers: Devastation,5.5,9.5,17.5,Platinum Games,Activision,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Action, Hack and Slash"
10610,Transformers: Fall of Cybertron,7.5,10,13.5,"High Moon Studios, Mercenary Technology",Activision,"PC, PlayStation 3, Xbox 360",Third-Person Shooter
10612,Transformers: Revenge of the Fallen,6.5,8.5,15.5,"Luxoflux, Beenox Studios, Krome Studios, Vicarious Visions, Savage Entertainment",Activision,"Nintendo DS, PC, PlayStation 2, PlayStation 3, Wii, Xbox 360",Third-person shooter
19523,Transformers: Rise of the Dark Spark,6,8.5,21,Edge of Reality,Activision,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360, Xbox One","Third-Person, Shooter"
10613,Transformers: The Game,5.5,17.5,19,Traveller,Activision,"PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox 360","Third-Person, Shooter"
10615,Transformers: War for Cybertron,8.5,11,16,High Moon Studios,Activision,"PC, PlayStation 3, Xbox 360","Third-Person, Shooter"
38056,Transmissions: Element 120,1,1.5,2,"Shokunin, Thomas M. Visser ,Vincent Thiele",Self Published,PC,Action
26736,TransPlan,3.5,3.5,3.5,Kittehface Software,Kittehface Software,PC,"Point-and-Click, Puzzle"
10617,Trapped Dead,7.5,10.5,12.5,"Headup Games, Crenetic",Meridian4,PC,"Action, Strategy"
30563,Traps n' Gemstones,2.5,3,4,Donut Games,Donut Games,"Android, iOS, PC","Action, Adventure"
10618,Trapt,4.5,6,6,Tecmo,Tecmo,PlayStation 2,"Action, Strategy"
10620,TRAUMA,0.7,1,1.5,Krystian Majewski,Krystian Majewski,PC,Adventure
10622,Trauma Center: Second Opinion,8.5,9,16.5,Atlus,"North America Atlus, Europe Nintendo, Atlus",Wii,"Medical simulation, Visual novel"
10623,Trauma Center: Under the Knife,8,10.5,11.5,Atlus,Atlus,"Nintendo 3DS, Nintendo DS","Medical simulation, visual novel"
10625,Trauma Team,23.5,24.5,26,Atlus,Atlus,Wii,Simulation
29438,Traverser,3,4,6,Gatling Goat Studios,Adult Swim Games,PC,"Action, Adventure"
64234,Travis Strikes Again: No More Heroes,9,10.5,14.5,Grasshopper Manufacture,"Grasshopper Manufacture, Nintendo",Nintendo Switch,Hack and Slash
10630,Treasure Hunter G,19.5,23,40,Sting,Square,Super Nintendo,"Role-Playing, Tactical"
10634,Treasure of the Rudras,25,29.5,48,Square,Square,Super Nintendo/Famicom,Role-Playing
10640,Trials 2: Second Edition,8,32.5,194,RedLynx,RedLynx,PC,Racing
10641,Trials Evolution,9,21.5,44.5,RedLynx,Microsoft Studios,"PC, Xbox 360","Platform, Racing"
17507,Trials Fusion,6.5,24,87,RedLynx,Ubisoft,"PC, PlayStation 4, Xbox 360, Xbox One","Platform, Racing"
10642,Trials HD,5.5,8,18,RedLynx,Microsoft Game Studios,"Xbox 360, Xbox One","Racing game, Puzzle game"
37972,Trials of the Blood Dragon,3,5,8,RedLynx,Ubisoft,"PC, PlayStation 4, Xbox One","Third-Person, Action, Arcade, Platform, Racing"
63369,Trials of the Illuminati: Assorted Jigsaws,0.083333333,0.016666667,0.283333333,G. Malta,Vrs,PC,Puzzle
65078,Trials Rising,17.5,32,83,RedLynx,Ubisoft,"Nintendo Switch, PC, PlayStation 4, Xbox One","Platform, Racing"
40238,Trick & Treat,1.5,2,2,Rabbiton,Rabbiton,PC,"Top-Down, Adventure, Survival Horror"
42545,Trick and Treat: Visual Novel,0.833333333,2,2,Eternal Night Studios,"Alberto Herrera, Ziel Graywords, Stw Projects",PC,Visual Novel
36421,Trillion: God of Destruction,18,28,53.5,Compile Heart,Idea Factory,"PC, PlayStation Vita","Turn-Based, Role-Playing, Strategy, Tactical, Visual Novel"
10652,Trine 2,8,11,18.5,Frozenbyte,Atlus,"PC, PlayStation 3, PlayStation 4, Wii U, Xbox 360","Third-Person, Platform, Puzzle"
15660,Trine 2: Complete Story,9,13.5,33,Frozenbyte,Frozenbyte,"PC, PlayStation 3, PlayStation 4, Wii U","Action, Adventure"
10653,Trine 2: Goblin Menace DLC,3,5,8.5,Frozenbyte,Frozenbyte,"PC, PlayStation 4","Action, Adventure, Platform"
29029,Trine 3: The Artifacts of Power,5,5.5,7,Frozenbyte,Frozenbyte,"PC, PlayStation 4","Platform, Puzzle"
66477,Trinoline,12.5,23,31.5,minori,MangaGamer,PC,Visual Novel
27797,TRIP,0.25,0.333333333,0.416666667,Axel Shokk,Axel Shokk,PC,"First-Person, Real-Time, Adventure"
10660,Trivial Pursuit (2009),1,5,11.5,Electronic Arts,Electronic Arts,"PlayStation 2, PlayStation 3, Xbox 360",Trivia
46960,Troll and I,10,13,17,Spiral House,Maximum Games,"Nintendo Switch, PC, PlayStation 4",Adventure
10666,Tron 2.0,12.5,12.5,14.5,Monolith Productions,Buena Vista Interactive,"PC, Xbox","First-Person, Shooter"
34661,TRON RUN/r,6,6,21,Sanzaru Games,Disney Interactive,PC,"Action, Racing"
10669,Tron: Evolution,7,8.5,11,"Propaganda Games, GameStar (PC), SuperVillain Studios (PSP)",Disney Interactive Studios,"PC, PlayStation 3, Xbox 360, Xbox One",Action-adventure
10670,Tropico,25,29,92.5,PopTop Software,"Gathering of Developers (Windows), MacSoft/Feral Interactive (Mac)",PC,"Strategy, Simulation"
10672,Tropico 3,25.5,35,41.5,HaeTmimont Games,Kalypso Media,"PC, Xbox 360","City-Building, Simulation"
10673,Tropico 3: Absolute Power,14.5,27,47,Haemimont Games,Kalypso Media,PC,"Strategy, Simulation"
10674,Tropico 4,38.5,56,101,Haemimont Games,"Kalypso Media, FX Interactive","PC, Xbox 360","Strategy, Simulation"
10675,Tropico 4: Modern Times,22,24,71,Haemimont Games,Kalypso Media Digital,PC,"Simulation, Strategy"
18854,Tropico 5,20.5,39.5,92.5,Haemimont Games,Kalypso Media,"PC, PlayStation 4","City-Building, Simulation"
65656,Truberbrook,5,5,5.5,btf,"Headup, WhisperGames","Nintendo Switch, PC","Point-and-Click, Adventure"
14268,Truck Racer,5.5,6,6,VP Games,Maximum Games,"PC, PlayStation 3",Racing
10680,True Crime: New York City,7,21,30.5,Luxoflux,"Activision, Aspyr Media (PC)","Nintendo GameCube, PC, PlayStation 2",Third-Person Shooter
10681,True Crime: Streets of LA,9,13,15,Luxoflux,Activision,"Nintendo GameCube, PC, PlayStation 2, Xbox","Third-person shooter, Sandbox"
10688,Tsugunai: Atonement,21,22,35,Cattle Call,"JP: SCEI, NA: Atlus",PlayStation 2,Role-Playing
10689,Tsukihime,28,49.5,50.5,Type-Moon,Type-Moon,PC,"Adventure, Visual Novel"
23879,Tulpa,1.5,2,2.5,Encryptique Studios,Rising Star Games,PC,"Platform, Puzzle"
15963,Turbo Dismount,9.5,13.5,32.5,Secret Exit,Secret Exit,PC,Simulation
32120,Turbo Pug,0.616666667,0.766666667,2,Space Cat Studios,Back To Basics Gaming,PC,Platform
10700,Turmoil (2016),9,20,22,Gamious,Gamious,PC,Simulation
10703,Turning Point: Fall of Liberty,3,5,5,Spark Unlimited,Codemasters,"PC, PlayStation 3, Xbox 360",First-person shooter
38116,TurnOn,4,5,6,Brainy Studio,Brainy Studio,PC,"Action, Adventure"
10704,Turok (2008),8,9,10,"Propaganda Games, Aspyr Media (PC)","Touchstone Games (PlayStation 3, Xbox 360), Capcom (PC)","PC, PlayStation 3, Xbox 360","Action, First-person shooter"
10705,Turok 2: Seeds of Evil,10.5,15,18,"Iguana Entertainment, Nightdive Studios","Acclaim Entertainment, Nightdive Studios","Nintendo 64, PC, Xbox One","First-Person, Shooter"
10707,Turok: Dinosaur Hunter,7.5,8.5,10.5,Iguana Entertainment,Acclaim Entertainment,"Nintendo 64, Nintendo Switch, PC, Xbox One",First-person shooter
10709,Turok: Rage Wars (N64),10,12,14.5,Acclaim Studios Austin,Acclaim Entertainment,Nintendo 64,"First-Person, Shooter"
18918,Turrican II: The Final Fight,1.5,2,8.5,"Rainbow Arts, Factor 5, Probe Software, Code Monkeys","Rainbow Arts, Accolade",Amiga,"Action, Shooter"
10720,Twisted Metal,4.5,10,16,"Sony Interactive Studios, America (production), SingleTrac (development)",Sony Computer Entertainment,"PlayStation, PlayStation 3",Vehicular combat
10721,Twisted Metal (2012),6,7.5,9,Eat Sleep Play,Sony Computer Entertainment,PlayStation 3,Car Combat
10722,Twisted Metal 2,4.5,12,19,"Sony Interactive Studios, SingleTrac",Sony Computer Entertainment America,"PC, PlayStation",Car Combat
10723,Twisted Metal 4,3,12,36,989 Studios,Sony Computer Entertainment,PlayStation,Vehicular combat
10725,Twisted Metal: Black,3.5,11,14.5,Incog Inc. Entertainment,Sony Computer Entertainment America,"PlayStation 2, PlayStation 3, PlayStation 4",Vehicle combat
60043,Two Point Hospital,40,78,145,Two Point Studios,Sega,PC,Simulation
10731,Two Worlds,17,27.5,68,Reality Pump,SouthPeak Interactive,"PC, Xbox 360",RPG
10732,Two Worlds II,32,37.5,44.5,Reality Pump,Topware Interactive,"PC, PlayStation 3, Xbox 360",Role-playing
48907,Two Worlds II: Call of the Tenebrae,6.5,13.5,33,Reality Pump Studios,TopWare Interactive ACE,PC,"Action, Role-Playing"
10734,Two Worlds II: Castle Defense,3,3.5,4.5,Reality Pump Studios,Topware Interactive,PC,Strategy
10735,Two Worlds II: Pirates of the Flying Fortress DLC,7.5,13,13.5,Reality Pump Studios,TopWare Interactive,PC,Role-Playing
10736,Two Worlds: Epic Edition,22,33.5,71,Reality Pump Studios,Topware Interactive,PC,Role-Playing
10737,Ty the Tasmanian Tiger,9,10.5,16.5,Krome Studios,EA Games,"Nintendo GameCube, PC, PlayStation 2, Xbox",Platform
10738,Ty the Tasmanian Tiger 2: Bush Rescue,9,11.5,14.5,Krome Studios,Electronic Arts,"Nintendo GameCube, PC, PlayStation 2, Xbox","Platform, Racing"
12734,Ty the Tasmanian Tiger 3: Night of the Quinkan,7,10.5,12,Krome Studios,"Activision, Zoo Digital Publishing","Nintendo GameCube, PlayStation 2",Platform
32874,TY the Tasmanian Tiger 4,3.5,9,16.5,Krome Studios,Krome Studios,PC,Platform
31994,Typoman,3.5,4.5,6,Brainseed Factory,Headup Games,"Nintendo Switch, PC, PlayStation 4, Wii U, Xbox One",Platform
36184,Tyranny,20.5,33,42.5,Obsidian Entertainment,Paradox Interactive,PC,"Top-Down, Real-Time, Role-Playing"
10740,U.N. Squadron,2,2,3,Capcom,Capcom,"Arcade, Super Nintendo",Scrolling Shooter
26966,Ubermosh,0.616666667,2,3,Walter Machado,Walter Machado,PC,Action
39814,UBERMOSH Vol.3,0.25,0.416666667,0.983333333,Walter Machado,Walter Machado,PC,Action
46807,UBERMOSH Vol.5,0.25,0.383333333,0.866666667,Walter Machado,Walter Machado,PC,"Top-Down, Real-Time, Scrolling, Action, Arcade, Battle Arena, Shooter"
37133,UBERMOSH:BLACK,0.333333333,1,2,Walter Machado,Walter Machado,PC,Action
59494,UBERMOSH:SANTICIDE,0.083333333,0.3,1.5,Walter Machado,Walter Machado,PC,"Top-Down, Action"
43775,UBERMOSH:WRAITH,0.05,0.266666667,1.5,Walter Machado,Walter Machado,PC,Action
10743,UberSoldier 2,7,7,8.5,Burut CT,CDV,PC,"First-Person, Shooter"
26351,Ubinota,6,7,10,Rotateam,Rotateam,PC,Puzzle
10752,UFO: Aftermath,26.5,30.5,38.5,ALTAR Interactive,"Cenega, Tri Synergy, Inc.",PC,Real-Time Strategy
10756,Ultima I: The First Age of Darkness,5.5,8.5,10.5,"Richard Garriott, Origin Systems",Various,PC,Role-Playing
10757,Ultima II: The Revenge of the Enchantress,8.5,11,11,Richard Garriott,"Sierra On-Line, Origin Systems",PC,Role-Playing
10758,Ultima III: Exodus,21.5,25,57.5,Richard Garriott,Origin Systems,"NES, PC",Role-Playing
10760,Ultima IX: Ascension,46,77,200,Origin Systems,Electronic Arts,PC,Role-playing
10763,Ultima Underworld II: Labyrinth of Worlds,19.5,23.5,40,Looking Glass Technologies,Origin Systems,PC,"First person, Role-playing"
10764,Ultima Underworld: The Stygian Abyss,24,32,43,Blue Sky Productions,Origin Systems,PC,"First person, Role-playing"
10766,Ultima V: Warriors of Destiny,25.5,52.5,57.5,Origin Systems,Origin Systems,"NES/Famicom, PC",Role-Playing
10767,Ultima VI: The False Prophet,37.5,43,70,Origin Systems,Origin Systems,PC,Role-Playing
10770,Ultima VII: The Black Gate,43,57,88.5,Origin Systems,Origin Systems,PC,Role-playing
10772,Ultima VIII: Pagan,32.5,33,60,Origin Systems,Origin Systems,PC,Role-playing
23214,Ultimate General: Gettysburg,4,9,16.5,Game-Labs,Game-Labs,PC,"Real-Time, Strategy"
10778,Ultimate Ghosts 'n Goblins,2.5,7,13,TOSE,Capcom,PSP,"Scrolling, Action, Platform"
10779,Ultimate Marvel Vs. Capcom 3,0.75,10,122,"Capcom, Eighting",Capcom,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One",Fighting
10781,Ultimate Mortal Kombat 3,1,7,28.5,Midway,Midway,"Arcade, Nintendo DS, PC, PlayStation 3, Sega Mega Drive/Genesis, Sega Saturn, Super Nintendo/Famicom, Xbox 360",Fighting
22915,Ultimate NES Remix,8.5,13.5,19,"Nintendo EAD Tokyo, indieszero",Nintendo,Nintendo 3DS,"Action, Platform"
10784,Ultimate Spider-Man,5,8.5,11.5,"Treyarch, Beenox (PC), Vicarious Visions (DS)",Activision,"Game Boy Advance, Nintendo DS, Nintendo GameCube, PC, PlayStation, PlayStation 2, Xbox","Action, Beat 'em up"
46066,Ultra Street Fighter II: The Final Challengers,1.5,2.5,4,Capcom,"Capcom, Nintendo Australia",Nintendo Switch,Fighting
19348,Ultra Street Fighter IV,3,12.5,59,Capcom,Capcom,"PC, PlayStation 3, PlayStation 4, Xbox 360",Fighting
12338,Ultratron,2.5,3.5,4,Puppy Games,Puppy Games,"PC, PlayStation 3, PlayStation 4, PlayStation Vita, Xbox One",Action
10788,Umineko no Naku Koro ni,63.5,70,76.5,07th Expansion,"Alchemist, Hobibox, 07th Expansion",PC,Visual Novel
10789,Umineko no Naku Koro ni Chiru,73,79,82,07th Expansion,"Alchemist, Hobibox, 07th Expansion",PC,Visual Novel
10792,UmJammer Lammy,2.5,4.5,9.5,"NaNaOn-Sha, Namco (Arcade version)",Sony,"PlayStation, PlayStation 3",Rhythm
54219,Unavowed,9.5,10.5,13.5,Wadjet Eye Games,Wadjet Eye Games,PC,"Point-and-Click, Adventure"
40024,Unbox,5.5,9,12.5,Prospect Games,Prospect Games,"PC, PlayStation 4","Third-Person, Adventure, Platform"
25043,Uncanny Valley,1.5,2.5,5,Cowardly Creations,Cowardly Creations,"PC, PlayStation 4, PlayStation Vita, Xbox One",Survival Horror
10795,Unchained Blades,36,74,333,FuRyu,"XSEED Games, FuRyu","Nintendo 3DS, PSP","First-Person, Turn-Based, Role-Playing"
10796,Uncharted 2: Among Thieves,10.5,12.5,21.5,Naughty Dog,Sony Computer Entertainment,"PlayStation 3, PlayStation 4","Third-Person, Action, Adventure, Platform, Shooter"
10797,Uncharted 3: Drake's Deception,9,10.5,20,Naughty Dog,Sony Computer Entertainment,"PlayStation 3, PlayStation 4","Third-Person, Action, Adventure, Platform, Shooter"
20077,Uncharted 4: A Thief's End,15,17.5,28,Naughty Dog,Sony Computer Entertainment,PlayStation 4,"Third-Person, Action, Adventure, Platform, Shooter"
10799,Uncharted: Drake's Fortune,8.5,9.5,17,Naughty Dog,SCE,"PlayStation 3, PlayStation 4, PlayStation Now","Third-Person, Adventure, Shooter"
17260,Uncharted: Fight for Fortune,5,6,25.5,"SCE Bend Studio, One Loop Games",Sony Computer Entertainment,PlayStation Vita,Card Game
10800,Uncharted: Golden Abyss,10,11.5,30,SCE Bend Studio,Sony Computer Entertainment,PlayStation Vita,"Action, Adventure, Platform"
41814,Uncharted: The Lost Legacy,7,8.5,16,Naughty Dog,Sony Interactive Entertainment,PlayStation 4,"Third-Person, Shooter"
30810,Uncharted: The Nathan Drake Collection,27,31,64,Bluepoint Games,Sony Computer Entertainment,PlayStation 4,"Third-Person, Action, Adventure"
45446,Under Leaves,1.5,1.5,2,Circus Atos,Circus Atos,PC,Hidden Object
20624,Under Night In-Birth,0.55,5,20,"Ecole Software, French Bread",Aksys Games,PlayStation 3,Fighting
30322,Under Night In-Birth - Exe:Late,2.5,5,12,FRENCH-BREAD,Arc System Works,"PC, PlayStation 3, PlayStation 4",Fighting
10807,UnderRail,30,67.5,112,Stygian Software,Stygian Software,PC,Role-Playing
30385,Undertale,6.5,10.5,19.5,Tobyfox,Tobyfox,"PC, Nintendo Switch, PlayStation 4, PlayStation Vita",Role-Playing
28920,Underwurlde,0.766666667,1,1.5,Ultimate Play The Game,Ultimate Play The Game,Xbox One,"Action, Adventure"
15852,Unearthed: Trail of Ibn Battuta - Episode 1,1,1.5,1.5,Semaphore,Semanoor International,"PC, PlayStation 3","Action, Adventure"
39432,Unexplored,11,125,250,Ludomotion,Ludomotion,PC,"Action, Role-Playing"
56341,Unforeseen Incidents,10,10.5,11.5,"Backwoods Entertainment, Application Systems Heidelberg",Application Systems Heidelberg,"Linux, PC","Point-and-Click, Adventure"
10813,Uniracers,2,2,6,"DMA Design, Nintendo of America",Nintendo,Super Nintendo,Racing
10815,Unit 13,9,14.5,39.5,Zipper Interactive,Sony Computer Entertainment,PlayStation Vita,"Third-Person, Shooter"
24391,Unium,7,9,10,Kittehface Software,Kittehface Software,PC,"Point-and-Click, Turn-Based, Puzzle"
10819,Universe Sandbox,6.5,27,106,Giant Army,Giant Army,PC,Simulation
10822,Unmechanical,2.5,3,4,Talawa Games,Teotl Studios,"PC, PlayStation 3, PlayStation 4, Xbox One",Puzzle
10823,Uno (2006),3.5,7.5,10.5,"Carbonated Games (XBLA/GFWL), Gameloft","Microsoft Game Studios (XBLA), Gameloft","PC, PlayStation 3, Xbox 360, Xbox One",Card Game
26763,Unravel,6,7.5,12,Coldwood Interactive,Electronic Arts,"PC, PlayStation 4, Xbox One","Platform, Puzzle"
10824,Unreal,10,16.5,18.5,"Epic MegaGames, Digital Extremes",GT Interactive,PC,First-person shooter
10825,Unreal Championship,8,8.5,9,"Epic Games, Digital Extremes",Atari,Xbox,First-person shooter
10827,Unreal Gold,11,16,21.5,"Epic MegaGames, Digital Extremes",GT Interactive,PC,First-person Shooter
10828,Unreal II: The Awakening,9,10.5,12,Legend Entertainment,Atari,"PC, Xbox","First-Person, Shooter"
10831,Unreal Tournament 2003,13.5,17,21,"Epic Games, Digital Extremes",Atari,PC,First-person shooter
20338,Unrest,3,4,5,Pyrodactyl Games,KISS,PC,"Adventure, Role-Playing"
10837,Unstoppable Gorg,4.5,7.5,9,Futuremark Games Studio,"Futuremark Games Studio, Headup Games",PC,Strategy
21924,Until Dawn,8,9,18,Supermassive Games,Sony Computer Entertainment,PlayStation 4,"Third-Person, Adventure, Survival Horror"
10840,Untold Legends: Dark Kingdom,12.5,24.5,28,Sony Online Entertainment,Sony Online Entertainment,PlayStation 3,Hack and Slash
10842,Up,4.5,6,7,"Heavy Iron Studios (PS3, Xbox 360, Wii), Asobo Studio (PS2, PSP, PC), Altron (NDS)",THQ,"PlayStation 3, PSP, Xbox 360","Action, Adventure"
10845,Uplink,7.5,15.5,30.5,Introversion Software,Introversion Software,PC,Hacking simulation
10848,Urban Chaos: Riot Response,8,9.5,13.5,Rocksteady Studios,Eidos Interactive,"PlayStation 2, Xbox","First-Person, Shooter"
10850,Urban Strike,8,8,8,"The Edge, Foley Hi-Tech",Electronic Arts,"Sega Mega Drive/Genesis, Super Nintendo",Shoot 'em Up
43227,Utawarerumono: Mask of Deception,30.5,35,56,Aquaplus,Atlus,"PlayStation 4, PlayStation Vita","Role-Playing, Tactical, Visual Novel"
43228,Utawarerumono: Mask of Truth,51,66.5,85.5,Aquaplus,Atlus,"PlayStation 4, PlayStation Vita","Role-Playing, Strategy"
25099,VA-11 Hall-A: Cyberpunk Bartender Action,10.5,13,18,"Sukeban Games, Wolfgame",Ysbryd Games,"PC, PlayStation Vita","Adventure, Simulation"
24968,Vagante,15.5,48.5,74.5,Nuke Nine,Nuke Nine,PC,"Action, Adventure"
26559,Vagrant Hearts,11.5,15,16,Warfare Studios,Aldorlea Games,PC,"Top-Down, Real-Time, Role-Playing"
10866,Vagrant Story,23,34,68,Square Product Development Division 4,Square,"PlayStation, PlayStation 3, PlayStation Vita",Role-playing
19503,Valiant Hearts: The Great War,6.5,7.5,9,Ubisoft Montpellier,Ubisoft,"Mobile, Nintendo Switch, PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","Side, Scrolling, Adventure"
10876,Valkyria Chronicles,31,39.5,62,Sega WOW,Sega,"Nintendo Switch, PC, PlayStation 3","Turn-Based, Role-Playing, Strategy"
10877,Valkyria Chronicles 3: Unrecorded Chronicles,59.5,90,139,SEGA Wow,Sega,PSP,"Shooter, Role-Playing, Strategy"
50789,Valkyria Chronicles 4,35.5,46,69,Sega,SEGA,"Nintendo Switch, PC, PlayStation 4, Xbox One","Third-Person, Turn-Based, Action, Role-Playing, Strategy"
10878,Valkyria Chronicles II,38,65,132,Sega,Sega,"PlayStation Vita, PSP",Tactical role-playing
36967,Valkyria Chronicles Remastered,27,36,54,Sega,Sega,"Nintendo Switch, PC, PlayStation 4","Third-Person, Top-Down, Turn-Based, Action, Strategy"
33712,Valkyria Revolution,32,43,58.5,Media.Vision,Sega,PlayStation 4,"Hack and Slash, Role-Playing"
33356,Valkyrie Drive: Bhikkhuni,16.5,38,84,PQUBE,Marvelous,"PC, PlayStation Vita",Beat 'em Up
10880,Valkyrie Profile,32,44.5,63.5,"tri-Ace, tri-Crescendo (sound work), TOSE (PSP port)","Enix (PSX), Square Enix (PSP)","PlayStation, PSP",Role-playing
10881,Valkyrie Profile 2: Silmeria,42.5,51,81.5,"tri-Ace, tri-Crescendo (sound work)",Square Enix,PlayStation 2,Role-playing
10882,Valkyrie Profile: Covenant of the Plume,16,30,54.5,tri-Ace,Square Enix,Nintendo DS,Tactical role-playing
10883,Valkyrie Profile: Lenneth,30.5,35.5,43.5,TOSE,Square Enix,PSP,Role-playing
39516,Valley (2016),3.5,5.5,10.5,Blue Isle Studios,Blue Isle Studios,"PC, Nintendo Switch, PlayStation 4, Xbox One","First-Person, Action, Adventure"
34240,Vampire Legends: The True Story of Kisilova,2.5,3,3,Organic 2 Digital Studio,Artifex Mundi,PC,Hidden Object
10887,Vampire Night,0.75,1,2,AM1,"Namco, Sega",PlayStation 2,Rail shooter
10890,Vampire: The Masquerade - Bloodlines,23,28.5,40,Troika Games,Activision,PC,"Action, role-playing"
10891,Vampire: The Masquerade - Redemption,17.5,22.5,23.5,Nihilistic Software,Activision,PC,Role-Playing
35857,Vampyr,16,26.5,42,Dontnod Entertainment,Focus Home Interactive,"PC, PlayStation 4, Xbox One","Third-Person, Action, Role-Playing"
10895,Vandal Hearts,17.5,24,25,"Konami Computer, Entertainment Tokyo",Konami,PlayStation,Tactical role-playing
10896,Vandal Hearts II,39.5,48.5,51.5,Konami Computer Entertainment Nagoya,Konami,PlayStation,Tactical role-playing
10897,Vandal Hearts: Flames of Judgment,10,11.5,13.5,Hijinx Studios,Konami Digital Entertainment,"PlayStation 3, Xbox 360",Tactical RPG
36866,Vanishing Realms,2,2.5,3,Indimo Labs,Indimo Labs,PC,"Adventure, Role-Playing"
49521,Vaporum,13.5,14,15,Fatbot Games,Fatbot Games,PC,"Adventure, Role-Playing"
10901,Vay,13.5,15,19.5,Sims Co,Working Designs,Sega CD,Role-Playing
10902,Vectorman,2.5,5,5.5,BlueSky Software,Sega,"PC, Sega Mega Drive/Genesis","Action, Platform"
10908,Velocity Ultra,4,5,13,FuturLab,FuturLab,"PC, PlayStation 3, PlayStation Vita","Puzzle, Shooter"
10909,Velvet Assassin,10,12.5,13,Replay Studios,SouthPeak Games,"PC, Xbox 360",Stealth
10910,Vendetta,0.566666667,0.583333333,0.6,Konami,Konami,Arcade,Beat 'em Up
10911,Venetica,19.5,20.5,32,Deck13 Interactive,"dtp entertainment, Atari","PC, PlayStation 3, Xbox 360",Role-playing
54426,Vengeance: Lost Love,1.5,2,4,Urchin Games,Impossible Mystery Games,PC,Hidden Object
10914,Venom/Spider-Man: Separation Anxiety,4.5,6,9,Software Creations,Acclaim Entertainment,"Sega Mega Drive/Genesis, Super Nintendo",Beat 'em up
21458,Verde Station,1.5,1.5,2,Duelboot,Duelboot,"Mac, PC","First-Person, Adventure"
40218,Vernon's Legacy,2,2,3,TripleBrick,TripleBrick,PC,"Adventure, Survival Horror"
20167,Vertical Drop Heroes HD,5.5,11,14,Nerdook Productions,Digerati Distribution,PC,"Roguelike, Role-Playing"
10919,Vessel,9.5,13,13.5,Strange Loop Games,IndiePub,"PC, PlayStation 3","Strategy, Action"
10922,Vib-Ribbon,1,1,4,NanaOn-Sha,Sony Computer Entertainment,"PlayStation, PlayStation 3, PlayStation Vita",Music
25238,Victor Vran,10.5,20.5,44.5,Haemimont Games,EuroVideo Medien,"PC, Nintendo Switch, PlayStation 4, Xbox One","Action, Role-Playing"
